⚛️豆豆影视,#genre# 
大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
丹棱新闻综合,http://live.sctvcloud.com/live/danlingrongmei/playlist.m3u8
德格综合频道,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel5/playlist.m3u8
德阳公共频道,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
东兴综合频道,http://live.sctvcloud.com/live/dongxing/playlist.m3u8
峨眉山综合频道,http://embl.emsyd.jrem.cn:80/tv/ems01.m3u8?auth_key=1624854902-0-0-4c5c643800f475f11a1978be6539ea6c
峨眉综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/emsxw_2000.m3u8
恩阳新闻,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/eyxw_2000.m3u8
甘洛综合频道,http://live.sctvcloud.com/live/ganluo/playlist.m3u8
甘孜综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
甘孜综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
珙县新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/gxzh_2000.m3u8
珙县综合频道,http://pili-live-hls-cqgx.tianma3600.com/cqgx/ggpd.m3u8
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/gaxwzh_2000.m3u8
广汉新闻综合,http://live.sctvcloud.com/live/guanghan/playlist.m3u8
广汉综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/ghxwzh_2000.m3u8
广元公共,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/gyggH265_4000.m3u8
广元公共频道,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
广元综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/gyzhH265_4000.m3u8
广元综合频道,http://tv.dzsm.com:8100/chan/ch1.flv
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
华蓥综合频道,http://live2.gatv.com.cn:86/live/HY.m3u8
会东综合频道,http://112.45.133.129:90/live/xwzh.m3u8
会理新闻频道,http://live.sctvcloud.com/live/huili/playlist.m3u8
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
夹江新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/jjxw_2000.m3u8
犍为新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/qwxwzh_2000.m3u8
剑阁新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
剑阁综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/jgxwzhH265_4000.m3u8
江油新闻综合,http://live.sctvcloud.com/live/jiangyou/playlist.m3u8
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金口河综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/jkhdst_2000.m3u8
金阳综合频道,http://live.jyrmtzx.com:8080/live/jyxw.m3u8
旌阳综合频道,http://live.sctvcloud.com/live/jingyang/playlist.m3u8
井研综合频道,http://tvfile.jy.lsrm.org.cn/cms/videos/nmip-media-jy/channellive/channel3/playlist.m3u8
九寨沟新闻综合,http://live.sctvcloud.com/live/jiuzhai/playlist.m3u8
开江新闻综合,http://lmt.kjzx.net:98/live1/live1.m3u8
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
阆中综合频道,http://p2.weizan.cn/212043/739114298996939749/live.m3u8
乐山公共,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/lsggpd_4000.m3u8
乐山公共频道,http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel12/playlist.m3u8
乐山新闻综合,http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
乐山新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/lsxwzh_4000.m3u8
乐至综合频道,http://175.155.106.72:89/live1/live1.m3u8
雷波综合频道,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
理县综合频道,http://livelixian.chinamcache.com/live/lxzb01.m3u8?txSecret=4a5a533b8bcae69bae42968a8476485a&txTime=621DB188
利州综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/lzxwzh_2000.m3u8
利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
芦山综合频道,http://m3u8.lschannel.yatv.tv/cms/videos/nmip-media-ls/channellive/channel1/playlist.m3u8
泸州公共生活频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科技教育频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
泸州新闻综合频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
马边电视台,http://tvfile.mb.lsrm.org.cn/cms/videos/nmip-media/channellive/channel5/playlist.m3u8
马边综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/mbxwzh_2000.m3u8
马尔康综合频道,http://live.zmmek.com:90/live/zhxw.m3u8
米易综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/myxwzh_2000.m3u8
绵阳公共,http://live.sctvcloud.com/live/mytvgg/playlist.m3u8
绵阳公共,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/myetH265_4000.m3u8
绵阳新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/myytH265_4000.m3u8
绵阳综合,http://live.sctvcloud.com/live/mytvzh/playlist.m3u8
绵竹综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/mzxwzh_2000.m3u8
冕宁新闻频道,http://live.sctvcloud.com/live/mianning/playlist.m3u8
名山综合频道,http://m3u8.mschannel.yatv.tv/cms/videos/nmip-media-ms/channellive/channel1/playlist.m3u8
沐川综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/mcxw_2000.m3u8
沐川综合频道,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8
纳溪新闻频道,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
南充综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/ncxwzh_2000.m3u8
内江公共频道,http://njzb.scnj.tv:90/live/gggy_gggy800.m3u8
内江科教频道,http://njzb.scnj.tv:90/live/kjpd_kjpd800.m3u8
内江综合频道,http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8
宁南新闻综合,http://live.sctvcloud.com/live/ningnantv1/playlist.m3u8
攀钢新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/pgxwzh_2000.m3u8
攀枝花公共频道,http://zb.pzhgd.com:9095/live/ggpd.m3u8
攀枝花新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/pzhytH265_4000.m3u8
攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
彭山综合频道,http://139.9.142.175:8011/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
蓬溪新闻综合,http://live.sctvcloud.com/live/pengxilive/playlist.m3u8
平昌新闻综合,http://live.sctvcloud.com/live/pingchang/playlist.m3u8
平昌新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/pcxw_2000.m3u8
平武综合频道,http://live.sctvcloud.com/live/pwtv/playlist.m3u8
浦江综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/pjxw_4000.m3u8
普格综合频道,http://pull-hls.live.rmtyun.cn/media/NaW5e67696fa4161.m3u8?sign=b1fa59ff38637f7f892e348907182331&t=176030ab4d1
前锋电视台,http://live2.gatv.com.cn:86/live/QF.m3u8
青川新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
仁和综合频道,http://live.sctvcloud.com/live/rhlive/playlist.m3u8
仁寿综合频道,http://play.scrstv.com/TV/xwzh.m3u8
荣县综合频道,http://play.rongxianwang.net/rxzh/0835.m3u8?auth_key=1625042660-0-0-36e32b9c341e085f53b382e1cdde7a02
沙湾融媒,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/swxwzh_2000.m3u8
沙湾综合频道,http://tvfile.sw.lsrm.org.cn/cms/videos/nmip-media-sw/channellive/channel1/playlist.m3u8
什邡县电视台,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/sfx_2000.m3u8
石棉综合频道,http://flv.drs.tv.yatv.tv:8080/channellive/shimian.flv
石渠综合频道,http://tv.drs.ganzitv.com:8100/channellive/shiqu.flv
四川科教HD,http://3017ugjo.live2.danghongyun.com/live/hls/4dc0e927160647a2bd585cb5495810be/3c2126c925204cddb74a3534b97e2765-1.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
遂宁公共,https://play.sngdxsn.com/live/gggy/playlist.m3u8
遂宁公共频道,http://play.sngdxsn.com/live/gggy/playlist.m3u8
遂宁新闻综合,http://play.sngdxsn.com/live/xwzh/playlist.m3u8
遂宁综合,https://play.sngdxsn.com/live/xwzh/playlist.m3u8
通川区电视台,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/tcq_2000.m3u8
通江新闻综合,http://live.sctvcloud.com/live/bztongjiang/playlist.m3u8
通江新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/tjxwH265_4000.m3u8
旺苍新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/dpzb.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
五通桥综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/wtqxwzh_2000.m3u8
武胜综合频道,http://live2.gatv.com.cn:86/live/WS.m3u8
西昌综合频道,http://103.252.251.199:18085/hls/xichangweishi.m3u8
西充新闻综合,http://play.xichongtv.com/ZHPDTV/ZHPDTV.m3u8?auth_key=1625563881-0-0-1090f118d34efb219508d3f6913eebf0
小金综合频道,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8
荥经综合频道,http://m3u8.yjchannel.yatv.tv/cms/videos/nmip-media-yj/channellive/channel1/playlist.m3u8
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
宣汉新闻综合,https://livepgc.chinamcache.com/pgc/61c37851b08f3f0c0475ceb0c958ff54.m3u8?auth_key=1636720162-0-0-9b69908ac29f39b200b5c8e068723967
雅安公共,http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
雅安公共,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/yagg_2000.m3u8
雅安公共频道,https://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
雅安新闻,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
雅安新闻综合,http://www.dszbdq.com/guoguo.php?xh=3&url=http://live.rxip.sc96655.com/live/yazh_2000.m3u8
雅安新闻综合,https://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
雅安雨城频道,http://m3u8.ycchannel.yatv.tv/cms/videos/nmip-media-yc/channellive/channel1/playlist.m3u8
盐边综合频道,http://live.sctvcloud.com/live/yanbian/playlist.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn/live/yctv.m3u8
筠连综合频道,http://118.122.78.172:89/live1/live1.m3u8
昭化综合频道,http://live.sctvcloud.com/live/zhtv1/playlist.m3u8
昭觉综合频道,http://live.sctvcloud.com/live/zhaojue/playlist.m3u8
中江新闻综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0-0-976848e8ac0eacf503b1e7666d92f4f8
自贡综合频道,https://sczghdl.tianma3600.com/sczg/zhpd.m3u8


⚛️甘肃综合,#genre#
 靖远综合,http://39.134.32.102:6610/270000001111/1110000183/index.m3u8?IASHttpSessionId=OTT 
阿克塞综合,http://39.134.32.102:6610/270000001111/1110000018/index.m3u8?IASHttpSessionId=OTT
阿克塞综合,http://39.134.32.102:6610/270000001111/1110000018/index.m3u8?IASHttpSessionId=OTT 
安定综合,http://39.134.32.102:6610/270000001111/1110000133/index.m3u8?IASHttpSessionId=OTT
安定综合,http://39.134.32.102:6610/270000001111/1110000133/index.m3u8?IASHttpSessionId=OTT 
白银公共,http://live.bygd.cn/bygg/sd/live.m3u8
白银公共,http://live.bygd.cn/bygg/sd/live.m3u8 
白银综合http://live.bygd.cn/byzh/sd/live.m3u8
白银综合频道,http://live.bygd.cn/byzh/sd/live.m3u8
成县综合,http://39.134.32.102:6610/270000001111/1110000019/index.m3u8?IASHttpSessionId=OTT
成县综合,http://39.134.32.102:6610/270000001111/1110000019/index.m3u8?IASHttpSessionId=OTT 
崇信综合,http://39.134.32.102:6610/270000001111/1110000179/index.m3u8?IASHttpSessionId=OTT
崇信综合,http://39.134.32.102:6610/270000001111/1110000179/index.m3u8?IASHttpSessionId=OTT 
迭部综合,http://39.134.32.102:6610/270000001111/1110000154/index.m3u8?IASHttpSessionId=OTT
迭部综合,http://39.134.32.102:6610/270000001111/1110000154/index.m3u8?IASHttpSessionId=OTT 
敦煌综合,http://39.134.32.102:6610/270000001111/1110000028/index.m3u8?IASHttpSessionId=OTT
敦煌综合,http://39.134.32.102:6610/270000001111/1110000028/index.m3u8?IASHttpSessionId=OTT 
甘南藏语,http://39.134.32.102:6610/270000001111/1110000196/index.m3u8?IASHttpSessionId=OTT
甘南藏语,http://39.134.32.102:6610/270000001111/1110000196/index.m3u8?IASHttpSessionId=OTT 
甘南综合,http://39.134.32.102:6610/270000001111/1110000195/index.m3u8?IASHttpSessionId=OTT
甘南综合,http://39.134.32.102:6610/270000001111/1110000195/index.m3u8?IASHttpSessionId=OTT 
甘肃都市频道,https://hls.gstv.com.cn/49048r/l54391.m3u8@@Referer=https://www.gstv.com.cn/zxc.jhtm@@
甘肃公共应急,https://hls.gstv.com.cn/49048r/3t5xyc.m3u8@@Referer=https://www.gstv.com.cn/zxc.jhtm@@
甘肃经济频道,https://hls.gstv.com.cn/49048r/10iv1j.m3u8@@Referer=https://www.gstv.com.cn/zxc.jhtm@@
甘肃岷县综合,http://39.134.32.102:6610/270000001111/1110000130/index.m3u8?IASHttpSessionId=OTT
甘肃少儿频道,https://hls.gstv.com.cn/49048r/922k96.m3u8@@Referer=https://www.gstv.com.cn/zxc.jhtm@@
甘肃文化影视,https://hls.gstv.com.cn/49048r/w1l6d5.m3u8@@Referer=https://www.gstv.com.cn/zxc.jhtm@@
甘肃移动电视,https://hls.gstv.com.cn/49048r/y72q36.m3u8@@Referer=https://www.gstv.com.cn/zxc.jhtm@@
皋兰综合,http://39.134.32.102:6610/270000001111/1110000199/index.m3u8?IASHttpSessionId=OTT
皋兰综合,http://39.134.32.102:6610/270000001111/1110000199/index.m3u8?IASHttpSessionId=OTT 
高台综合,http://39.134.32.102:6610/270000001111/1110000146/index.m3u8?IASHttpSessionId=OTT
高台综合,http://39.134.32.102:6610/270000001111/1110000146/index.m3u8?IASHttpSessionId=OTT 
古浪综合频道,https://play.kankanlive.com/live/1619400940821967.m3u8
瓜州综合,http://39.134.32.102:6610/270000001111/1110000027/index.m3u8?IASHttpSessionId=OTT
瓜州综合,http://39.134.32.102:6610/270000001111/1110000027/index.m3u8?IASHttpSessionId=OTT 
合水综合,http://39.134.32.102:6610/270000001111/1110000166/index.m3u8?IASHttpSessionId=OTT
合水综合,http://39.134.32.102:6610/270000001111/1110000166/index.m3u8?IASHttpSessionId=OTT 
华池综,http://39.134.32.102:6610/270000001111/1110000158/index.m3u8?IASHttpSessionId=OTT
华池综,http://39.134.32.102:6610/270000001111/1110000158/index.m3u8?IASHttpSessionId=OTT 
华亭综合,http://39.134.32.102:6610/270000001111/1110000148/index.m3u8?IASHttpSessionId=OTT
华亭综合,http://39.134.32.102:6610/270000001111/1110000148/index.m3u8?IASHttpSessionId=OTT 
环县综合,http://39.134.32.102:6610/270000001111/1110000180/index.m3u8?IASHttpSessionId=OTT
环县综合,http://39.134.32.102:6610/270000001111/1110000180/index.m3u8?IASHttpSessionId=OTT 
徽县综合,http://39.134.32.102:6610/270000001111/1110000015/index.m3u8?IASHttpSessionId=OTT
徽县综合,http://39.134.32.102:6610/270000001111/1110000015/index.m3u8?IASHttpSessionId=OTT 
积石山综合,http://39.134.32.102:6610/270000001111/1110000152/index.m3u8?IASHttpSessionId=OTT
积石山综合,http://39.134.32.102:6610/270000001111/1110000152/index.m3u8?IASHttpSessionId=OTT 
金昌公共,http://39.134.32.102:6610/270000001111/1110000193/index.m3u8?IASHttpSessionId=OTT 
金昌公共,http://39.134.32.102:6610/270000001111/1110000193/index.m3u8?IASHttpSessionId=OTT
金昌公共,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
金昌公共,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8 
金昌公共频道,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
金昌综合,http://39.134.32.102:6610/270000001111/1110000194/index.m3u8?IASHttpSessionId=OTT 
金昌综合,http://39.134.32.102:6610/270000001111/1110000194/index.m3u8?IASHttpSessionId=OTT
金昌综合,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金昌综合,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8 
金昌综合频道,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金川综合,http://39.134.32.102:6610/270000001111/1110000181/index.m3u8?IASHttpSessionId=OTT
金川综合,http://39.134.32.102:6610/270000001111/1110000181/index.m3u8?IASHttpSessionId=OTT 
金川综合频道,https://play.kankanlive.com/live/1625041962958919.m3u8
金塔综合,http://39.134.32.102:6610/270000001111/1110000124/index.m3u8?IASHttpSessionId=OTT
金塔综合,http://39.134.32.102:6610/270000001111/1110000124/index.m3u8?IASHttpSessionId=OTT 
泾川综合,http://39.134.32.102:6610/270000001111/1110000143/index.m3u8?IASHttpSessionId=OTT
泾川综合,http://39.134.32.102:6610/270000001111/1110000143/index.m3u8?IASHttpSessionId=OTT 
景泰综合,http://39.134.32.102:6610/270000001111/1110000132/index.m3u8?IASHttpSessionId=OTT
靖远综合,http://39.134.32.102:6610/270000001111/1110000183/index.m3u8?IASHttpSessionId=OTT
静宁综合,http://39.134.32.102:6610/270000001111/1110000147/index.m3u8?IASHttpSessionId=OTT
静宁综合,http://39.134.32.102:6610/270000001111/1110000147/index.m3u8?IASHttpSessionId=OTT 
酒泉公共,http://39.134.32.102:6610/270000001111/1110000002/index.m3u8?IASHttpSessionId=OTT 
酒泉公共,http://39.134.32.102:6610/270000001111/1110000002/index.m3u8?IASHttpSessionId=OTT
酒泉公共,http://stream.gsjqtv.com/pd2/sd/live.m3u8
酒泉公共,http://stream.gsjqtv.com/pd2/sd/live.m3u8 
酒泉公共频道,http://stream.gsjqtv.com/pd2/sd/live.m3u8
酒泉综合,http://39.134.32.102:6610/270000001111/1110000001/index.m3u8?IASHttpSessionId=OTT 
酒泉综合,http://39.134.32.102:6610/270000001111/1110000001/index.m3u8?IASHttpSessionId=OTT
酒泉综合,http://stream.gsjqtv.com/pd1/sd/live.m3u8
酒泉综合,http://stream.gsjqtv.com/pd1/sd/live.m3u8 
酒泉综合频道,http://stream.gsjqtv.com/pd1/sd/live.m3u8
崆峒综合,http://39.134.32.102:6610/270000001111/1110000140/index.m3u8?IASHttpSessionId=OTT 
兰州公共频道,https://hls.gstv.com.cn/49048r/3t5xyc.m3u8
兰州石化电视,http://39.134.32.102:6610/270000001111/1110000024/index.m3u8?IASHttpSessionId=OTT
兰州石化电视,http://39.134.32.102:6610/270000001111/1110000024/index.m3u8?IASHttpSessionId=OTT 
礼县综合频道,https://play.kankanlive.com/live/1621416463200961.m3u8
临洮综合,http://39.134.32.102:6610/270000001111/1110000139/index.m3u8?IASHttpSessionId=OTT
临洮综合,http://39.134.32.102:6610/270000001111/1110000139/index.m3u8?IASHttpSessionId=OTT 
临夏市电视台,http://39.134.32.102:6610/270000001111/1110000190/index.m3u8?IASHttpSessionId=OTT
临夏市电视台,http://39.134.32.102:6610/270000001111/1110000190/index.m3u8?IASHttpSessionId=OTT 
